customer_id,loans_credit_limit,days_since_opened,days_since_confirmed,loans_credit_cost_rate,record_number,utilization
23161,15,18,17,4,8,16
23162,3,5,6,11,13,16
23163,9,11,16,3,18,10
23164,19,11,16,2,13,2
23165,10,18,8,13,9,16
23166,13,12,9,4,23,16
23167,7,6,8,8,8,16
23168,18,3,1,6,6,16
23169,13,11,17,4,7,16
23170,12,15,3,4,9,16
23171,0,7,2,13,15,18
23172,12,3,3,5,8,16
23173,4,5,3,5,6,9
23174,3,3,6,9,11,16
23175,0,11,0,11,6,0
23176,11,4,6,5,10,7
23177,18,17,3,4,13,16
23178,11,13,9,11,11,16
23179,8,8,12,2,6,16
23180,17,18,13,3,15,16
23181,1,15,17,4,2,16
23182,8,10,16,4,4,16
23183,11,7,6,9,15,3
23184,15,10,12,4,9,16
23185,14,3,17,7,15,16
23186,1,10,6,11,6,16
23187,11,4,11,0,6,16
23188,1,8,7,4,1,16
23189,7,11,13,4,11,16
23190,7,19,9,9,19,16
23191,2,19,9,2,14,3
23192,0,7,9,11,17,18
23193,3,11,1,7,6,16
23194,15,0,2,8,19,16
23195,15,6,1,2,2,16
23196,7,18,16,2,11,3
23197,15,3,17,8,12,16
23198,18,1,1,5,8,16
23199,2,2,9,13,5,16
23200,4,0,14,2,6,16
23201,13,17,11,4,9,16
23202,18,1,3,6,11,16
23203,2,6,2,4,5,2
23204,0,3,12,3,20,16
23205,16,0,8,2,4,16
23206,8,6,10,10,6,16
23207,18,0,4,4,4,16
23208,18,9,10,7,9,16
23209,13,16,7,2,2,16
23210,14,10,5,2,7,9
23211,16,5,10,2,11,18
23212,4,4,5,4,12,9
23213,11,3,13,4,8,16
23214,13,16,7,2,3,16
23215,18,16,2,4,3,16
23216,13,14,3,4,1,16
23217,1,2,0,4,12,16
23218,18,5,17,4,8,16
23219,7,3,6,2,16,16
23220,14,0,4,2,1,16
23221,4,13,11,4,9,9
23222,7,13,13,4,5,16
23223,14,1,13,2,14,9
23224,2,6,13,4,4,16
23225,7,1,5,7,9,0
23226,13,18,8,5,10,16
23227,4,16,14,4,1,9
23228,13,15,7,4,3,16
23229,16,2,2,4,11,16
23230,11,7,6,2,13,0
23231,4,14,13,4,12,9
23232,4,5,1,1,12,9
23233,9,1,9,1,11,0
23234,13,10,2,4,8,16
23235,4,17,13,5,14,9
23236,17,19,16,8,10,16
23237,8,14,12,4,2,16
23238,17,2,3,8,21,16
23239,14,15,4,4,3,16
23240,7,12,9,13,11,3
23241,14,6,9,13,7,16
23242,8,0,9,1,2,16
23243,18,1,13,6,10,16
23244,15,8,11,4,4,16
23245,18,8,4,4,2,16
23246,13,14,17,2,5,16
23247,15,7,2,4,13,19
23248,16,6,17,4,3,16
23249,4,10,4,2,6,16
23250,0,15,7,2,1,16
23251,12,10,17,10,2,16
23252,5,15,0,4,2,16
23253,13,16,6,5,1,16
23254,7,19,6,9,19,12
23255,15,2,9,5,14,13
23256,5,15,12,2,2,16
23257,2,4,12,11,9,16
23258,3,8,9,11,2,16
23259,12,8,9,3,2,16
23260,14,6,14,2,10,9
23261,0,4,11,8,11,16
23262,18,11,17,4,14,16
23263,6,16,6,3,2,16
23264,15,4,11,1,5,16
23265,10,13,14,4,7,16
23266,2,17,17,2,12,16
23267,10,18,16,4,3,13
23268,19,6,3,7,18,16
23269,2,19,9,11,18,3
23270,14,19,10,0,22,3
23271,15,6,3,3,6,16
23272,14,12,6,13,18,16
23273,7,15,4,4,4,16
23274,19,8,7,4,4,16
23275,1,0,9,7,4,16
23276,10,6,5,2,4,16
23277,0,3,12,3,1,16
23278,4,6,1,5,5,9
23279,16,18,6,10,6,16
23280,0,13,14,4,6,16
23281,2,9,9,2,12,18
23282,10,4,0,5,7,16
23283,0,10,6,0,7,6
23284,5,3,12,4,8,16
23285,19,14,9,9,1,16
23286,4,0,17,4,2,9
23287,18,16,1,2,1,16
23288,16,13,9,5,7,12
23289,15,5,5,11,5,16
23290,2,12,6,11,18,3
23291,1,14,4,2,8,16
23292,2,1,5,4,9,18
23293,0,3,6,11,10,0
23294,14,19,6,3,17,3
23295,17,13,14,4,8,16
23296,17,10,12,13,4,16
23297,17,4,9,9,7,16
23298,15,6,12,2,10,16
23299,12,12,2,4,26,9
23300,2,11,13,13,15,16
23301,13,12,2,6,16,16
23302,16,12,9,5,21,12
23303,11,8,16,7,4,16
23304,6,3,17,1,5,16
23305,19,3,3,3,4,16
23306,5,15,3,4,3,16
23307,13,13,6,5,12,16
23308,3,18,17,10,12,16
23309,8,7,9,2,9,8
23310,12,17,10,1,9,16
23311,12,18,8,5,15,16
23312,5,11,17,9,16,16
23313,14,10,2,2,5,9
23314,8,0,4,2,4,16
23315,18,9,13,4,12,16
23316,10,3,17,2,14,16
23317,10,2,10,11,11,12
23318,2,3,10,4,13,1
23319,5,8,7,4,2,16
23320,13,0,6,9,4,16
23321,16,9,6,1,4,16
23322,10,17,5,1,16,16
23323,6,11,13,3,15,16
23324,0,9,0,8,18,16
23325,12,14,3,2,5,16
23326,13,12,9,9,11,7
23327,4,16,4,4,2,9
23328,4,7,13,6,11,16
23329,16,14,3,4,6,16
23330,11,4,10,13,12,16
23331,0,5,3,4,10,16
23332,7,9,10,2,15,7
23333,8,7,9,2,20,4
23334,10,10,9,3,3,16
23335,5,10,9,4,4,16
23336,5,5,8,5,15,16
23337,14,0,14,2,4,16
23338,2,9,16,11,20,11
23339,4,9,13,6,14,16
23340,17,5,5,4,11,16
23341,2,9,0,13,15,10
23342,19,8,2,2,3,16
23343,2,4,12,2,12,16
23344,15,14,17,4,1,16
23345,6,4,8,8,11,16
23346,19,10,9,11,1,16
23347,9,0,4,4,5,16
23348,6,14,7,2,3,16
23349,12,0,4,4,6,16
23350,10,5,11,1,5,16
23351,17,7,6,11,9,16
23352,8,11,6,9,11,16
23353,7,1,2,4,12,16
23354,4,17,13,4,2,9
23355,10,13,13,0,15,16
23356,10,16,9,1,2,16
23357,7,5,9,5,6,16
23358,4,6,14,4,3,16
23359,11,12,6,2,11,18
23360,3,1,10,1,9,1
23361,4,13,8,9,1,16
23362,19,4,8,4,5,16
23363,16,13,10,2,9,18
23364,7,19,0,0,13,3
23365,17,2,9,2,9,16
23366,18,15,9,3,5,6
23367,5,16,17,2,2,16
23368,17,5,11,13,16,16
23369,8,2,3,8,7,16
23370,13,14,4,2,3,16
23371,14,18,10,5,14,9
23372,5,15,13,2,4,16
23373,3,1,0,8,12,7
23374,7,1,5,7,9,16
23375,1,15,4,4,3,16
23376,0,16,7,2,3,16
23377,1,13,1,0,4,16
23378,0,14,4,4,3,16
23379,11,18,2,4,5,16
23380,18,11,12,4,21,16
23381,14,18,1,9,8,16
23382,14,14,11,9,13,9
23383,0,1,6,11,17,15
23384,6,3,9,5,9,16
23385,3,15,7,2,2,16
23386,1,19,2,2,6,6
23387,17,11,1,5,12,16
23388,0,10,13,4,2,16
23389,18,15,16,10,9,16
23390,3,15,9,11,1,16
23391,11,15,1,0,4,16
23392,16,0,8,4,5,16
23393,12,12,10,2,20,6
23394,13,9,9,9,15,18
23395,12,16,7,2,1,16
23396,0,14,1,7,10,16
23397,6,13,9,5,2,16
23398,2,7,9,11,11,11
23399,14,17,12,13,7,16
23400,9,1,13,0,9,16
23401,4,4,2,4,8,9
23402,4,12,0,11,10,16
23403,17,15,9,2,4,16
23404,18,15,6,4,8,16
23405,7,13,9,8,8,16
23406,8,1,6,1,13,19
23407,14,5,9,11,10,16
23408,3,17,11,5,6,16
23409,13,10,4,2,4,16
23410,6,4,9,5,11,16
23411,8,7,9,13,19,0
23412,15,5,2,2,4,16
23413,2,16,4,4,1,16
23414,13,8,7,4,4,16
23415,14,7,5,11,21,16
23416,10,9,13,0,18,16
23417,18,17,11,2,7,16
23418,16,19,0,4,11,3
23419,0,1,2,11,16,16
23420,1,11,17,8,11,16
23421,18,18,8,4,7,16
23422,17,19,9,9,11,18
23423,17,0,9,4,1,16
23424,2,3,6,11,12,16
23425,3,14,9,4,5,16
23426,11,13,8,2,11,16
23427,14,9,9,9,17,10
23428,4,17,9,6,7,16
23429,16,0,6,13,8,16
23430,18,3,1,0,5,16
23431,18,9,9,4,20,16
23432,9,5,0,7,19,16
23433,14,15,14,4,2,16
23434,3,7,2,5,22,10
23435,13,7,1,6,12,16
23436,0,2,5,3,15,16
23437,15,13,12,3,6,16
23438,14,17,5,1,13,16
23439,16,7,0,1,12,16
23440,5,11,6,2,12,16
23441,6,8,7,2,3,16
23442,15,0,14,4,3,16
23443,0,18,9,3,12,16
23444,0,13,14,2,7,16
23445,13,17,6,9,14,16
23446,19,17,12,2,10,16
23447,10,6,14,2,10,16
23448,18,4,8,4,17,16
23449,11,19,2,8,11,16
23450,8,10,4,2,3,16
23451,3,18,12,4,2,16
23452,1,13,9,11,1,16
23453,16,5,10,1,13,19
23454,18,12,10,6,28,16
23455,11,10,13,4,7,16
23456,13,11,12,6,15,16
23457,15,4,0,3,9,12
23458,19,9,13,2,26,16
23459,11,1,9,2,18,16
23460,7,8,6,1,6,16
23461,16,16,4,4,2,16
23462,9,18,8,2,10,16
23463,14,0,17,8,7,9
23464,14,8,14,4,1,16
23465,10,18,8,2,13,16
23466,3,18,3,4,2,16
23467,13,3,9,9,11,3
23468,2,10,5,4,4,16
23469,1,13,11,10,6,16
23470,19,16,13,0,1,16
23471,0,16,7,4,2,16
23472,8,5,11,4,6,16
23473,4,9,13,4,8,16
23474,1,6,2,4,9,5
23475,12,2,17,4,14,9
23476,5,6,9,4,10,16
23477,9,19,6,5,15,6
23478,1,2,6,2,13,13
23479,4,0,4,4,7,9
23480,0,1,2,13,13,11
23481,10,19,9,1,13,3
23482,2,10,8,2,8,16
23483,1,8,14,2,1,16
23484,12,10,4,2,3,16
23485,1,7,10,2,12,4
23486,8,9,1,3,8,16
23487,13,14,4,4,10,16
23488,17,16,7,2,1,16
23489,17,8,7,4,1,16
23490,3,10,9,9,6,16
23491,11,3,9,13,19,16
23492,16,13,14,4,6,16
23493,5,19,5,6,25,16
23494,19,10,9,4,1,16
23495,14,6,13,1,8,9
23496,6,8,7,4,1,16
23497,14,13,8,7,9,9
23498,14,0,3,2,10,16
23499,14,2,17,3,10,16
23500,19,16,7,4,3,16
23501,19,6,6,4,4,16
23502,6,16,7,4,1,16
23503,13,17,3,1,10,16
23504,14,2,3,2,11,9
23505,2,19,10,2,12,3
23506,0,15,4,4,3,2
23507,19,18,14,4,12,16
23508,0,0,1,2,8,16
23509,11,0,14,2,3,16
23510,3,14,5,4,2,16
23511,15,4,12,3,9,16
23512,16,11,5,2,11,16
23513,11,1,13,3,10,16
23514,1,14,7,4,6,16
23515,15,11,9,11,14,1
23516,10,8,6,0,5,16
23517,1,12,0,2,19,3
23518,6,17,11,13,10,16
23519,17,13,16,8,9,16
23520,10,2,5,13,5,16
23521,7,5,3,1,9,16
23522,14,6,11,2,7,16
23523,7,7,9,11,14,16
23524,16,0,17,5,8,16
23525,19,16,9,5,1,16
23526,17,6,9,3,2,16
23527,7,19,10,3,25,16
23528,14,14,14,4,3,16
23529,14,5,8,2,12,16
23530,4,19,10,4,12,9
23531,3,15,17,2,2,16
23532,4,10,12,4,4,9
23533,12,17,17,7,24,16
23534,14,0,4,4,4,16
23535,5,10,17,10,6,16
23536,16,3,5,4,14,16
23537,14,6,8,2,11,9
23538,5,8,9,4,1,16
23539,17,16,5,5,2,16
23540,12,11,3,4,12,16
23541,7,15,7,2,3,16
23542,12,14,6,3,7,16
23543,6,8,7,4,3,16
23544,14,9,10,2,15,9
23545,3,8,1,4,3,16
23546,6,17,17,4,11,5
23547,3,2,2,4,8,19
23548,8,14,8,2,6,16
23549,5,15,7,4,3,16
23550,14,11,0,2,13,9
23551,12,1,13,4,9,16
23552,13,10,12,2,10,16
23553,11,9,9,7,13,16
23554,4,16,14,4,3,9
23555,17,4,2,4,8,6
23556,16,10,17,4,8,16
23557,15,4,5,4,12,16
23558,12,7,6,9,14,3
23559,14,14,4,4,8,16
23560,18,15,3,4,3,16
23561,19,9,5,1,6,16
23562,3,0,14,4,5,16
23563,0,6,8,4,7,16
23564,14,5,11,3,16,9
23565,4,18,1,4,8,9
23566,7,14,10,3,7,4
23567,3,8,7,9,1,16
23568,15,12,10,11,25,6
23569,19,8,1,2,1,16
23570,5,4,8,10,7,16
23571,14,1,6,4,16,7
23572,0,13,3,8,12,16
23573,15,3,0,3,8,16
23574,1,16,4,2,3,16
23575,13,13,6,9,11,16
23576,1,13,3,4,2,16
23577,18,6,3,7,9,16
23578,3,14,12,4,1,16
23579,8,17,2,1,7,16
23580,17,13,8,2,15,16
23581,0,3,6,9,12,16
23582,16,2,2,1,13,3
23583,14,15,3,4,2,16
23584,6,14,7,2,1,16
23585,1,10,14,4,6,16
23586,1,8,14,2,2,16
23587,8,4,11,7,8,16
23588,4,2,6,0,20,9
23589,7,7,9,0,21,15
23590,15,6,2,4,6,8
23591,19,4,1,7,11,16
23592,1,6,9,5,11,16
23593,13,0,6,4,3,16
23594,2,6,10,4,12,3
23595,5,15,3,2,7,16
23596,19,2,13,4,17,16
23597,2,15,4,2,6,16
23598,11,1,9,9,12,16
23599,17,17,9,3,3,16
23600,7,9,16,3,13,18
23601,6,18,8,9,6,16
23602,6,13,9,9,1,16
23603,1,2,13,13,14,16
23604,17,9,13,6,21,16
23605,6,13,4,2,5,16
23606,7,6,14,4,12,16
23607,5,16,7,4,2,16
23608,4,6,1,6,10,16
23609,0,9,9,8,9,16
23610,15,9,6,11,13,11
23611,9,9,9,9,20,8
23612,7,18,8,1,8,16
23613,7,1,2,7,15,15
23614,16,15,7,2,4,16
23615,1,5,11,11,3,16
23616,15,1,9,3,22,8
23617,15,7,9,11,13,16
23618,17,17,1,11,13,16
23619,8,14,16,8,7,3
23620,5,8,7,4,3,16
23621,11,2,5,13,14,16
23622,0,9,1,11,12,16
23623,5,3,12,4,10,16
23624,2,6,2,1,16,8
23625,16,10,8,4,7,16
23626,13,2,17,6,13,16
23627,16,13,6,9,4,16
23628,7,15,3,2,3,16
23629,9,17,10,8,6,2
23630,14,4,17,2,7,9
23631,3,11,6,1,2,16
23632,8,0,6,5,2,16
23633,12,11,6,1,14,16
23634,9,1,9,5,20,1
23635,8,8,9,3,2,16
23636,17,13,14,4,16,16
23637,15,9,6,11,15,10
23638,14,14,7,2,8,16
23639,2,5,17,4,11,16
23640,1,3,9,1,13,16
23641,2,2,9,2,14,3
23642,19,11,12,6,19,16
23643,8,19,9,2,14,16
23644,2,19,1,11,15,16
23645,5,1,3,6,16,16
23646,6,3,12,5,9,16
23647,3,10,4,2,6,16
23648,3,6,14,4,11,16
23649,3,0,4,4,3,16
23650,1,19,6,1,20,3
23651,11,11,0,5,16,13
23652,7,3,0,8,13,19
23653,0,13,9,10,9,16
23654,7,7,2,4,17,3
23655,7,11,10,2,18,5
23656,7,10,0,4,7,16
23657,11,18,9,10,11,16
23658,6,15,9,4,6,16
23659,14,4,0,1,18,11
23660,11,2,13,4,7,16
23661,14,0,17,4,7,9
23662,3,17,12,4,9,16
23663,1,17,6,5,5,16
23664,10,8,7,4,3,16
23665,11,12,10,7,25,16
23666,8,6,9,9,13,16
23667,13,18,6,9,6,16
23668,17,6,9,3,6,16
23669,0,19,0,3,13,3
23670,10,11,17,1,12,16
23671,19,7,9,2,18,11
23672,11,12,0,4,25,6
23673,18,19,5,11,12,16
23674,12,7,5,2,8,16
23675,4,19,5,4,22,16
23676,1,8,13,2,4,16
23677,3,6,12,5,2,16
23678,0,9,3,4,21,16
23679,2,11,2,2,5,11
23680,9,5,17,1,14,16
23681,2,13,11,4,8,16
23682,7,11,3,0,5,16
23683,1,15,12,2,2,16
23684,13,13,3,9,5,16
23685,8,10,14,4,4,16
23686,10,6,9,3,6,16
23687,16,10,8,2,2,16
23688,7,10,3,2,1,16
23689,19,15,3,2,3,16
23690,19,0,9,1,7,16
23691,5,13,14,2,9,16
23692,17,19,2,3,10,16
23693,0,19,2,3,16,3
23694,1,16,11,2,1,16
23695,3,18,14,4,6,16
23696,10,15,7,4,5,16
23697,10,0,1,13,6,16
23698,16,13,3,2,11,16
23699,11,0,14,2,3,16
23700,14,17,16,0,13,10
23701,13,6,8,9,11,16
23702,7,10,14,2,4,16
23703,6,8,9,3,4,16
23704,2,12,6,13,19,3
23705,4,14,12,4,2,9
23706,8,14,14,2,6,16
23707,3,3,12,4,11,16
23708,4,16,0,10,2,9
23709,7,0,0,5,10,16
23710,10,0,4,2,6,19
23711,19,12,10,8,19,7
23712,11,12,2,3,10,6
23713,17,2,13,3,10,16
23714,17,0,14,2,10,16
23715,14,8,2,2,2,9
23716,5,3,12,2,17,16
23717,16,7,16,4,12,3
23718,13,9,9,4,13,18
23719,1,13,17,4,13,16
23720,5,3,12,4,11,16
23721,5,8,7,4,5,16
23722,17,6,9,10,17,16
23723,8,1,1,7,12,16
23724,13,16,0,2,2,16
23725,16,4,3,7,12,16
23726,5,16,3,4,2,16
23727,5,1,5,2,16,16
23728,18,8,7,4,2,16
23729,19,12,9,2,13,18
23730,13,9,3,2,6,16
23731,2,17,0,13,8,16
23732,19,2,3,4,9,16
23733,1,6,17,7,12,16
23734,17,1,0,8,15,16
23735,13,5,11,9,7,2
23736,1,8,7,5,5,16
23737,5,15,4,4,6,16
23738,16,8,4,2,3,16
23739,18,16,3,4,1,16
23740,14,13,8,9,9,16
23741,15,17,10,4,16,8
23742,8,0,3,7,13,16
23743,19,14,4,2,2,16
23744,17,0,4,2,8,16
23745,14,10,14,4,2,16
23746,5,0,0,4,8,16
23747,18,19,5,10,19,6
23748,19,10,9,3,4,16
23749,6,15,4,2,6,16
23750,11,17,17,7,18,16
23751,11,10,14,7,3,16
23752,15,9,2,3,10,11
23753,7,18,9,4,11,16
23754,16,7,9,5,19,3
23755,2,0,5,2,9,19
23756,1,13,10,4,10,7
23757,0,11,10,3,9,15
23758,9,7,1,2,7,16
23759,19,10,12,2,1,16
23760,17,10,4,4,2,16
23761,4,1,13,11,12,16
23762,3,6,14,4,5,16
23763,5,10,14,2,5,16
23764,18,8,7,4,3,16
23765,16,1,0,4,18,16
23766,8,0,4,4,5,16
23767,17,6,16,4,15,16
23768,13,0,9,9,2,16
23769,14,19,5,2,19,9
23770,16,19,5,0,27,16
23771,13,16,3,2,1,16
23772,19,1,1,3,9,16
23773,17,17,13,2,12,16
23774,12,2,2,2,17,19
23775,6,14,7,2,1,16
23776,14,14,3,2,3,9
23777,14,6,9,13,10,16
23778,1,16,7,2,1,16
23779,0,5,17,3,10,16
23780,14,1,0,2,10,9
23781,2,13,1,4,9,16
23782,10,14,4,2,3,16
23783,17,6,6,5,10,16
23784,1,0,9,4,2,16
23785,0,13,1,1,10,16
23786,6,9,9,2,20,8
23787,14,14,3,2,2,9
23788,17,0,12,4,10,16
23789,6,1,3,6,10,16
23790,2,17,12,11,17,16
23791,14,14,4,2,9,9
23792,0,16,14,2,2,16
23793,7,11,17,2,14,16
23794,11,0,9,7,4,16
23795,18,7,0,9,14,16
23796,10,14,13,4,2,16
23797,3,7,10,2,19,10
23798,19,11,10,13,18,3
23799,6,17,13,0,7,16
23800,6,1,5,10,9,16
23801,13,15,7,2,4,16
23802,1,17,17,3,6,16
23803,13,13,13,2,8,16
23804,14,3,16,3,13,1
23805,8,7,10,0,10,16
23806,6,6,8,4,7,16
23807,9,2,6,13,11,0
23808,5,16,13,4,2,16
23809,2,14,0,4,1,16
23810,1,19,1,2,16,16
23811,14,17,12,0,11,9
23812,5,19,5,6,12,16
23813,15,4,5,3,7,16
23814,1,3,0,4,10,16
23815,8,13,14,3,3,16
23816,13,16,4,2,2,16
23817,1,7,6,2,23,11
23818,11,19,6,2,12,16
23819,18,13,9,4,2,16
23820,10,0,9,2,14,16
23821,6,16,3,2,6,16
23822,7,13,9,3,5,4
23823,8,14,7,4,7,16
23824,3,10,1,2,8,16
23825,3,14,4,2,17,16
23826,18,19,5,6,11,16
23827,2,6,13,2,8,16
23828,13,14,6,4,5,16
23829,2,2,3,11,14,16
23830,17,17,12,9,5,16
23831,1,5,12,4,6,16
23832,17,12,9,2,23,12
23833,10,17,1,2,10,16
23834,2,17,17,11,10,16
23835,18,17,3,6,11,16
23836,14,12,6,2,1,9
23837,9,2,16,3,8,1
23838,18,18,14,2,5,16
23839,8,0,8,2,8,16
23840,3,0,6,5,3,16
23841,14,17,1,2,8,16
23842,5,6,9,10,1,16
23843,13,8,3,2,8,16
23844,13,17,17,6,8,16
23845,19,0,9,9,2,16
23846,1,17,10,2,8,4
23847,18,9,13,6,15,16
23848,7,13,2,0,7,16
23849,1,15,7,4,1,16
23850,2,9,10,2,11,3
23851,1,4,8,4,24,16
23852,2,12,6,2,14,16
23853,8,5,3,2,12,16
23854,14,16,13,4,2,9
23855,5,8,3,2,3,16
23856,5,14,7,2,2,16
23857,10,11,16,1,14,10
23858,14,0,12,7,4,16
23859,7,3,3,1,19,16
23860,6,0,9,7,7,16
23861,19,5,11,6,10,16
23862,18,14,9,7,4,16
23863,6,10,4,2,4,16
23864,0,7,2,11,10,12
23865,13,17,12,9,5,16
23866,13,2,9,2,10,16
23867,15,11,5,13,17,16
23868,6,12,6,2,25,14
23869,17,14,17,10,8,16
23870,13,6,9,9,3,16
23871,3,16,7,4,1,16
23872,7,16,7,2,2,16
23873,9,13,9,3,9,15
23874,18,16,5,1,1,16
23875,3,13,9,2,8,16
23876,11,17,9,9,23,16
23877,3,10,16,10,14,3
23878,14,9,9,0,4,11
23879,11,5,10,1,9,3
23880,8,16,6,7,1,16
23881,5,8,7,4,2,16
23882,14,7,9,8,15,16
23883,13,3,12,2,6,16
23884,14,5,11,7,6,16
23885,14,18,17,1,17,9
23886,16,10,4,4,2,16
23887,5,16,1,4,2,16
23888,11,4,13,3,13,16
23889,11,14,4,2,6,16
23890,18,6,14,2,12,16
23891,11,10,4,2,8,16
23892,10,17,0,5,18,16
23893,19,18,5,0,16,16
23894,19,0,1,4,1,16
23895,9,5,17,2,11,16
23896,1,0,9,3,4,18
23897,14,12,9,5,12,16
23898,5,2,3,4,12,16
23899,10,6,9,9,10,16
23900,2,5,12,4,13,16
23901,4,14,17,4,4,9
23902,11,2,6,9,12,16
23903,1,10,10,4,5,16
23904,14,11,5,7,12,9
23905,10,4,12,4,12,16
23906,1,11,17,5,10,16
23907,17,18,10,7,9,16
23908,8,1,5,0,14,16
23909,12,3,3,9,3,16
23910,8,13,13,4,1,16
23911,19,3,9,5,23,16
23912,2,1,9,11,16,16
23913,16,3,0,2,5,16
23914,2,16,4,4,1,16
23915,7,9,6,7,13,16
23916,11,7,0,8,21,18
23917,8,7,16,2,13,13
23918,19,10,9,9,4,16
23919,6,14,4,2,8,16
23920,10,7,10,4,21,19
23921,12,13,4,2,9,16
23922,13,18,8,2,3,16
23923,10,9,6,11,15,7
23924,7,4,6,5,13,16
23925,16,5,11,3,12,16
23926,19,1,3,6,27,16
23927,3,9,9,9,15,3
23928,8,11,2,4,6,16
23929,1,11,3,2,4,16
23930,13,0,14,4,4,16
23931,2,5,16,11,9,18
23932,15,17,9,5,15,16
23933,2,3,10,2,17,3
23934,6,19,5,4,22,16
23935,5,4,17,9,16,16
23936,13,8,4,4,3,16
23937,10,2,1,4,15,16
23938,11,17,10,4,7,16
23939,6,13,12,4,4,16
23940,11,19,9,3,13,3
23941,17,0,14,4,6,16
23942,8,17,5,13,4,16
23943,1,5,3,7,8,16
23944,10,14,7,2,3,16
23945,19,13,13,5,8,16
23946,14,10,4,2,8,16
23947,1,16,1,4,1,16
23948,13,15,7,2,3,16
23949,7,14,12,4,13,16
23950,16,11,3,2,14,16
23951,5,2,17,2,11,16
23952,0,5,9,3,14,4
23953,8,13,16,3,11,3
23954,2,6,13,3,11,16
23955,9,1,13,13,12,16
23956,13,15,6,10,1,16
23957,10,2,16,1,14,6
23958,0,8,4,2,9,16
23959,14,3,17,4,14,16
23960,10,0,6,4,4,16
23961,3,5,5,0,12,16
23962,14,9,10,2,12,13
23963,0,0,1,2,3,16
23964,6,3,3,4,17,16
23965,12,5,12,2,8,16
23966,8,13,11,3,4,16
23967,0,17,6,8,9,0
23968,19,2,0,2,12,13
23969,8,9,1,1,11,16
23970,15,9,6,11,16,16
23971,15,18,12,2,7,16
23972,12,10,3,2,9,16
23973,18,3,12,4,7,16
23974,13,6,13,7,3,16
23975,17,6,9,7,7,16
23976,16,18,2,4,9,16
23977,11,3,10,3,9,16
23978,3,7,10,2,17,11
23979,3,5,1,4,6,16
23980,10,8,4,4,2,16
23981,10,17,17,7,8,16
23982,11,14,5,4,3,16
23983,14,0,2,8,8,9
23984,15,0,4,2,12,16
23985,19,19,5,6,26,16
23986,0,3,3,0,13,16
23987,5,13,17,5,2,16
23988,19,10,6,9,12,16
23989,15,0,4,2,6,16
23990,3,0,4,4,3,16
23991,8,10,9,0,6,16
23992,16,14,8,2,9,16
23993,14,0,14,2,6,9
23994,5,17,12,4,20,16
23995,16,4,9,9,10,16
23996,7,12,16,11,24,11
23997,9,16,4,4,5,16
23998,8,18,5,4,13,16
23999,17,18,8,2,10,16
24000,0,12,2,3,15,6
24001,17,19,9,9,27,11
24002,13,4,8,4,11,16
24003,19,3,17,2,11,16
24004,16,3,10,2,14,4
24005,2,0,8,2,10,16
24006,6,16,7,2,1,16
24007,15,12,0,13,8,16
24008,5,9,0,2,20,12
24009,15,9,2,13,18,11
24010,17,6,9,5,2,16
24011,2,0,17,11,4,16
24012,16,2,6,2,12,10
24013,13,10,4,2,13,16
24014,10,2,0,4,12,16
24015,7,16,4,4,4,16
24016,4,0,1,4,5,9
24017,9,4,13,7,7,16
24018,1,14,3,4,7,16
24019,2,1,9,11,13,11
24020,2,16,2,2,2,3
24021,18,9,16,4,5,16
24022,0,14,11,4,15,16
24023,6,16,7,2,2,16
24024,19,1,3,6,13,16
24025,14,5,17,2,13,9
24026,17,0,17,5,11,16
24027,2,17,10,2,15,15
24028,14,17,10,3,15,8
24029,16,0,9,2,4,16
24030,5,16,17,2,1,16
24031,17,4,8,4,13,16
24032,6,8,7,4,2,16
24033,18,9,5,10,13,8
24034,17,2,9,5,18,16
24035,1,2,3,7,16,16
24036,18,1,13,4,4,16
24037,4,2,0,4,13,9
24038,14,0,8,2,4,16
24039,18,14,4,2,3,16
24040,18,19,0,6,16,16
24041,5,0,4,4,2,16
24042,9,17,6,7,23,18
24043,15,9,16,11,11,0
24044,8,2,6,2,16,3
24045,14,9,5,2,10,9
24046,19,1,0,6,8,16
24047,11,12,0,4,20,6
24048,10,13,6,3,5,16
24049,1,7,5,3,23,16
24050,2,19,0,11,16,3
24051,6,13,14,2,5,16
24052,19,8,7,2,1,16
24053,8,3,0,4,11,16
24054,1,7,9,1,20,16
24055,19,17,12,4,13,16
24056,13,16,5,2,2,16
24057,19,0,6,3,3,16
24058,16,7,10,2,16,11
24059,7,8,7,2,1,16
24060,12,2,13,0,14,16
24061,10,5,11,3,8,16
24062,11,0,17,2,9,16
24063,4,14,1,1,3,9
24064,7,18,16,2,8,5
24065,12,17,17,7,8,16
24066,13,6,9,5,11,16
24067,13,15,7,2,2,16
24068,14,14,11,8,2,9
24069,9,2,9,2,14,16
24070,2,9,2,2,16,3
24071,9,10,4,2,5,16
24072,14,0,13,4,4,16
24073,9,8,7,2,3,16
24074,16,11,9,2,8,16
24075,2,9,6,4,13,18
24076,10,4,1,2,22,16
24077,16,19,9,13,12,15
24078,13,8,17,4,1,16
24079,4,18,8,4,7,9
24080,5,13,14,4,5,16
24081,2,6,12,4,8,16
24082,12,6,9,9,4,16
24083,2,14,3,4,6,16
24084,7,10,14,4,6,16
24085,8,5,6,7,18,16
24086,7,13,1,0,14,16
24087,19,10,5,4,2,16
24088,11,3,2,3,6,16
24089,17,9,2,4,18,7
24090,17,0,14,4,3,16
